<f> = 0.1297016861219196
2 38
3 64
4 97
5 99
6 113
7 113
8 120
9 109
10 83
11 58
12 41
13 21
14 16
15 12
16 1
21 1
22 2
23 1
24 1
25 2
27 1
30 1
32 1
34 1
40 2
60 1
71 1
