<f> = 0.13012361743656473
2 44
3 70
4 90
5 115
6 109
7 115
8 130
9 97
10 72
11 50
12 36
13 24
14 21
15 12
17 1
24 1
25 1
26 2
28 1
32 1
34 1
45 1
49 1
50 3
66 1
70 1
