<f> = 0.127000254000508
2 25
3 74
4 99
5 79
6 111
7 137
8 119
9 95
10 84
11 69
12 45
13 23
14 12
15 13
16 1
22 1
27 4
32 2
33 1
44 1
49 1
52 1
54 1
55 1
81 1
