<f> = 0.13285505513484788
2 37
3 80
4 105
5 103
6 109
7 122
8 107
9 100
10 87
11 45
12 30
13 29
14 17
15 18
18 1
25 2
29 1
30 1
34 1
41 1
44 1
47 2
64 1
