<f> = 0.09041640321560834
1 93
2 93
3 84
4 66
5 67
6 65
7 50
8 43
9 35
10 39
11 34
12 26
13 23
14 26
15 28
16 19
17 11
18 12
19 19
20 10
21 19
22 11
23 16
24 10
25 10
26 4
27 8
28 5
29 4
30 7
31 4
32 5
33 4
34 2
35 1
36 3
37 5
38 4
39 4
40 2
41 4
42 1
43 1
45 2
46 2
47 1
48 4
53 2
54 1
56 1
57 2
58 2
59 1
66 1
67 2
71 1
78 1
106 1
