<f> = 0.09521995810321844
1 102
2 82
3 91
4 75
5 45
6 62
7 43
8 45
9 49
10 48
11 36
12 22
13 35
14 22
15 17
16 22
17 15
18 18
19 17
20 17
21 20
22 7
23 11
24 9
25 14
26 4
27 7
28 6
29 8
30 5
31 6
32 2
33 2
34 1
35 2
36 6
37 2
38 3
42 1
43 1
44 3
45 3
46 1
47 2
50 1
53 2
55 1
57 1
58 1
60 1
61 1
66 1
70 1
77 1
