<f> = 0.09035056017347308
1 79
2 88
3 82
4 68
5 61
6 58
7 48
8 52
9 47
10 37
11 37
12 33
13 23
14 31
15 29
16 15
17 17
18 15
19 11
20 9
21 11
22 17
23 11
24 9
25 9
26 13
27 9
28 9
29 5
30 6
31 7
32 4
33 4
34 7
35 3
36 3
37 2
38 7
39 3
40 2
41 1
42 3
43 3
44 1
45 1
47 1
48 1
56 2
57 1
60 1
62 1
64 1
83 1
98 1
